food,gram,adjusted_protein,alanine,alcohol_ethyl,arginine,ash,aspartic_acid,beta_sitosterol,betaine,caffeine,calcium,campesterol,carb,carotene_alpha,carotene_beta,cholesterol,choline,copper,cryptoxanthin_beta,cystine,dihydrophylloquinone,energy,energy_2,fat,fat_10_0,fat_12_0,fat_13_0,fat_14_0,fat_14_1,fat_15_0,fat_15_1,fat_16_0,fat_16_1_c,fat_16_1_t,fat_16_1_undifferentiated,fat_17_0,fat_17_1,fat_18_0,fat_18_1_11_t,fat_18_1_c,fat_18_1_t,fat_18_1_undifferentiated,fat_18_2_CLAs,fat_18_2_i,fat_18_2_n_6_c_c,fat_18_2_t_not_further_defined,fat_18_2_t_t,fat_18_2_undifferentiated,fat_18_3_i,fat_18_3_n_3_c_c_c,fat_18_3_n_6_c_c_c,fat_18_3_undifferentiated,fat_18_4,fat_20_0,fat_20_1,fat_20_2_n_6_c_c,fat_20_3_n_3,fat_20_3_n_6,fat_20_3_undifferentiated,fat_20_4_n_6,fat_20_4_undifferentiated,fat_20_5_n_3,fat_21_5,fat_22_0,fat_22_1_c,fat_22_1_t,fat_22_1_undifferentiated,fat_22_4,fat_22_5_n_3,fat_22_6_n_3,fat_24_0,fat_24_1_c,fat_4_0,fat_6_0,fat_8_0,fat_monounsaturated,fat_polyunsaturated,fat_saturated,fat_trans,fat_trans_monoenoic,fat_trans_polyenoic,fiber,fluoride,folate,folate_dfe,folate_food,folic_acid,food_group,food_id,fructose,galactose,glucose,glutamic_acid,glycine,histidine,hydroxyproline,iron,isoleucine,lactose,leucine,lutein_zeaxanthin,lycopene,lysine,magnesium,maltose,manganese,max_grams_day,max_grams_meal,menaquinone_4,methionine,niacin,pantothenic_acid,phenylalanine,phosphorus,phytosterols,potassium,proline,protein,retinol,riboflavin,selenium,serine,serving_size,sodium,starch,stigmasterol,sucrose,sugar,theobromine,thiamin,threonine,tocopherol_beta,tocopherol_delta,tocopherol_gamma,tocotrienol_alpha,tocotrienol_beta,tocotrienol_delta,tocotrienol_gamma,tryptophan,tyrosine,usda_name,valine,vitamin_a_iu,vitamin_a_rae,vitamin_b12,vitamin_b12_added,vitamin_b6,vitamin_c,vitamin_d,vitamin_d2,vitamin_d3,vitamin_d_d2andd3,vitamin_e_added,vitamin_e_alpha_tocopherol,vitamin_k,water,zinc
beef tongue,125,0,1.0725,0,1.18625,1,1.70125,0,0,0,7.5,0,4.6,0,0,108.75,0,0.2125,0,0.24375,0,280,1171.25,20.1125,0.025,0.1125,0,0.7125,0,0,0,5.275,0,0,0.6875,0,0,2.625,0,0,0,8.1875,0,0,0,0,0,0.725,0,0,0,0,0,0,0.175,0,0,0,0,0,0.3875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05,1.125,8.75,0,0,0,0,0,8.75,8.75,8.75,0,proteins,13339,0,0,0,2.56625,1.1175,0.4825,0,3.6875,0.80125,0,1.39125,0,0,1.43625,20,0,0.0325,-1,-1,0,0.39375,5.3,0.81625,0.76875,166.25,0,393.75,0.87,18.625,0,0.425,11.75,0.75125,125,86.25,0,0,0,0,0,0.15625,0.81,0,0,0,0,0,0,0,0.1425,0.6025,"Beef, variety meats and by-products, tongue, raw",0.89125,0,0,4.7375,0,0.3875,3.875,0,0,0,0,0,0,0,80.6625,3.5875
besan flour  (can substitute with urad dal flour),46,0,0,0,0,1.2972,0,0,0,0,20.7,0,26.5972,0,11.5,0,0,0.41952,0,0,0,178.02,744.74,3.0774,0,0,0,0.0046,0,0,0,0.2553,0,0,0.00598,0,0,0.04324,0,0,0,0.6854,0,0,0,0,0,1.32066,0,0,0,0.05152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69184,1.37218,0.31878,0,0,0,4.968,0,201.02,201.02,201.02,0,flour,16157,0,0,0,0,0,0,0,2.2356,0,0,0,0,0,0,76.36,0,0.736,-1,46,0,0,0.81052,0.27876,0,146.28,17.94,389.16,0,10.2994,0,0.04876,3.818,0,46,29.44,0,0,0,4.991,0,0.22356,0,0,0,0,0,0,0,0,0,0,Chickpea flour (besan),0,18.86,0.92,0,0,0.22632,0,0,0,0,0,0,0.3818,4.186,4.7288,1.2926
black rice,180,0,0,0,0,0,0,0,0,0,0,0,136.008,0,0,0,0,0,0,0,0,640.8,0,5.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,0,0,0,0,0,grains,45001772,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,16.002,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BLACK RICE, UPC: 072769004209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bok choy / 'pak choi' / chinese cabbage,85,0,0.0731,0,0.0714,0.68,0.0918,0,0.255,0,89.25,0,1.853,0.85,2278.85,0,5.44,0.01785,0,0.01445,0,11.05,46.75,0.17,0,0.00085,0,0.00085,0,0,0,0.0204,0,0,0,0,0,0.00085,0,0,0,0.01275,0,0,0,0,0,0.0357,0,0,0,0.04675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01275,0.0816,0.02295,0,0,0,0.85,0,56.1,56.1,56.1,0,vegetables,11116,0,0,0,0.306,0.03655,0.0221,0,0.68,0.07225,0,0.0748,34,0,0.07565,16.15,0,0.13515,-1,85,0,0.00765,0.425,0.0748,0.0374,31.45,0,214.2,0.02635,1.275,0,0.0595,0.425,0.0408,85,55.25,0,0,0,1.003,0,0.034,0.04165,0,0,0,0,0,0,0,0.01275,0.02465,"Cabbage, chinese (pak-choi), raw",0.0561,3797.8,189.55,0,0,0.1649,38.25,0,0,0,0,0,0.0765,38.675,81.022,0.1615
"brisket, flat half, fat trimmed, all grades",125,0,1.55125,0,1.805,1.2875,2.47,0,15.625,0,16.25,0,0,0,0,83.75,79.625,0.0875,0,0.285,0,165,690,6.3875,0,0,0,0.15625,0.0525,0,0,1.39125,0,0,0.29625,0.0625,0.07125,0.68875,0,2.7375,0.2525,2.99125,0.02125,0,0.2425,0,0,0.26375,0,0,0,0,0,0,0,0,0,0,0,0,0.0525,0.00125,0,0,0,0,0,0,0,0,0.0075,0,0,0,0,3.41,0.31625,2.305,0.2525,0.2525,0,0,0,3.75,3.75,3.75,0,proteins,13595,0,0,0,4.37,1.195,0.885,0.135,2.575,1.175,0,2.22125,0,0,2.41375,30,0,0.0025,-1,-1,0,0.7825,7.94125,0.90625,1.04625,277.5,0,452.5,1.105,26.8375,2.5,0.20625,30.75,1.05375,125,103.75,0,0,0,0,0,0.09375,1.215,0,0,0,0,0,0,0,0.3075,0.95125,"Beef, brisket, flat half, boneless separable lean only, trimmed to 0"" fat, all grades, raw",1.24125,7.5,2.5,2.2625,0,0.7775,0,5,0,0.125,0.125,0,0.175,1.875,90.875,6.5125
"brisket, point half, fat trimmed, all grades",125,0,1.33125,0,1.395,1.025,2.01625,0,13.5,0,7.5,0,0,0,0,88.75,92.125,0.08875,0,0.2475,0,331.25,1386.25,26.225,0.0875,0.0625,0,0.875,0,0,0,6.4375,0,0,1.4,0,0,3.0625,0,0,0,10.475,0,0,0,0,0,0.55,0,0,0,0.2875,0,0,0.0375,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9125,0.8625,10.525,0,0,0,0,0,7.5,7.5,7.5,0,proteins,13807,0,0,0,3.315,1.20375,0.755,0,2.1125,0.9925,0,1.74375,0,0,1.83625,22.5,0,0.015,-1,-1,0,0.565,3.9,0.375,0.86125,207.5,0,330,0.975,22.0625,0,0.1875,19,0.84375,125,90,0,0,0,0,0,0.1,0.96375,0,0,0,0,0,0,0,0.2475,0.74125,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",1.07375,0,0,2.8,0,0.45,0,0,0,0,0,0,0,0,74.95,5.3
broccoli,47,0,0.04888,0,0.08977,0.4089,0.15275,0,0.047,0,22.09,0,3.1208,11.75,169.67,0,8.789,0.02303,0.47,0.01316,0,15.98,66.27,0.1739,0,0,0,0.00047,0,0,0,0.01363,0,0,0,0,0.00047,0.00282,0,0,0,0.0047,0,0,0,0,0,0.00799,0,0,0,0.00987,0,0.00094,0,0,0,0,0,0,0,0,0,0.00094,0,0,0,0,0,0,0,0,0,0,0,0.00517,0.01786,0.01833,0,0,0,1.222,0,29.61,29.61,29.61,0,vegetables,11090,0.3196,0,0.2303,0.25474,0.04183,0.02773,0,0.3431,0.03713,0.0987,0.06063,659.41,0,0.06345,9.87,0.0987,0.0987,-1,47,0,0.01786,0.30033,0.26931,0.05499,31.02,0,148.52,0.0517,1.3254,0,0.05499,1.175,0.05687,47,15.51,0,0,0.047,0.799,0,0.03337,0.04136,0.0047,0,0.0799,0,0,0,0,0.01551,0.0235,"Broccoli, raw",0.05875,292.81,14.57,0,0,0.08225,41.924,0,0,0,0,0,0.3666,47.752,41.971,0.1927
"broiler chicken, whole bird, meat only",723,0,8.43741,0,9.3267,6.9408,13.78761,0,61.455,0,86.76,0,0,0,0,506.1,475.011,0.38319,0,1.98102,0,860.37,3600.54,22.2684,0,0.0723,0,0.1446,0,0,0,3.8319,0,0,0.8676,0,0,1.5906,0,0,0,5.4948,0,0,0,0,0,3.9765,0,0,0,0.1446,0,0,0.0723,0,0,0,0,0,0.5784,0.0723,0,0,0,0,0,0,0.1446,0.2169,0,0,0,0,0,6.507,5.4225,5.7117,0,0,0,0,0,50.61,50.61,50.61,0,proteins,5011,0,0,0,23.16492,7.59873,4.80072,0,6.4347,8.1699,0,11.60415,0,0,13.14414,180.75,0,0.13737,-1,-1,0,4.28016,59.56797,7.64934,6.13827,1250.79,0,1655.67,6.3624,154.6497,115.68,1.02666,113.511,5.32128,723,556.71,0,0,0,0,0,0.52779,6.53592,0,0,0,0,0,0,0,1.8075,5.22006,"Chicken, broilers or fryers, meat only, raw",7.67103,375.96,115.68,2.6751,0,3.1089,16.629,36.15,0,0.723,0.723,0,1.5183,13.014,545.5758,11.1342
brown rice,180,0,0.243,0,0.315,0.702,0.3906,0,0,0,18,0,42.318,0,0,0,0,0.1458,0,0.0504,0,201.6,844.2,1.494,0,0.0018,0,0.0054,0,0,0,0.2538,0,0,0.0054,0,0,0.027,0,0,0,0.5346,0,0,0,0,0,0.5094,0,0,0,0.0234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.5328,0.297,0,0,0,3.24,0,7.2,7.2,7.2,0,grains,20041,0,0,0,0.8496,0.2052,0.1062,0,0.954,0.1764,0,0.3438,0,0,0.1584,79.2,0,1.9746,-1,-1,0,0.0936,2.394,0.7056,0.2142,138.6,0,142.2,0.1962,4.176,0,0.0216,0,0.216,180,1.8,0,0,0,0,0,0.1836,0.153,0,0,0,0,0,0,0,0.054,0.1566,"Rice, brown, medium-grain, cooked",0.2448,0,0,0,0,0.2682,0,0,0,0,0,0,0,0,131.328,1.116
brown rice flour,50,0,0.211,0,0.274,0.77,0.3385,0,0,0,5.5,0,38.24,0,0,0,0,0.115,0,0.044,0,181.5,759.5,1.39,0,0.0015,0,0.005,0,0,0,0.2375,0,0,0.005,0,0,0.025,0,0,0,0.499,0,0,0,0,0,0.477,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504,0.498,0.2785,0,0,0,2.3,0,8,8,8,0,flour,20090,0,0,0,0.7365,0.178,0.092,0,0.99,0.153,0,0.299,0,0,0.138,56,0,2.0065,-1,100,0,0.0815,3.17,0.7955,0.1865,168.5,0,144.5,0.1695,3.615,0,0.04,0,0.187,50,4,0,0,0,0.33,0,0.2215,0.1325,0,0,0,0,0,0,0,0.046,0.1355,"Rice flour, brown",0.212,0,0,0,0,0.368,0,0,0,0,0,0,0.3,0,5.985,1.225
brown rice miso ,12,0,0.06,0,0.09408,1.5372,0.14052,0,0,0,6.84,0,3.0444,0,6.24,0,8.664,0.0504,0,0,0,23.76,99.36,0.7212,0,0,0,0.0018,0,0,0.0024,0.09,0,0,0,0.0012,0.0036,0.024,0,0,0,0.12516,0,0,0,0,0,0.29748,0,0,0,0.0486,0,0,0.003,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0.13416,0.34608,0.123,0,0,0,0.648,0,2.28,2.28,2.28,0,acids,16112,0.72,0,0,0.2298,0.05364,0.02916,0,0.2988,0.06096,0,0.0984,0,0,0.05736,5.76,0.024,0.10308,36,-1,0,0.01548,0.10872,0.04044,0.05832,19.08,0,25.2,0.07428,1.5348,0,0.02796,0.84,0.07212,12,447.36,0,0,0,0.744,0,0.01176,0.05748,0,0,0,0,0,0,0,0.0186,0.04224,Miso,0.06564,10.44,0.48,0.0096,0,0.02388,0,0,0,0,0,0,0.0012,3.516,5.1624,0.3072
brown sugar,13,0,0,0,0,0.0585,0,0,0.013,0,10.79,0,12.7517,0,0,0,0.299,0.00611,0,0,0,49.4,206.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.13,0.13,0,sugars,19334,0.1443,0,0.1755,0,0,0,0,0.0923,0,0,0,0,0,0,1.17,0,0.00832,-1,-1,0,0,0.0143,0.01716,0,0.52,0,17.29,0,0.0156,0,0,0.156,0,13,3.64,0,0,12.2928,12.6126,0,0,0,0,0,0,0,0,0,0,0,0,"Sugars, brown",0,0,0,0,0,0.00533,0,0,0,0,0,0,0,0,0.1742,0.0039
"buckwheat grits, groats, berries (hulled)",135,0,0.25785,0,0.3375,0.5805,0.39015,0,0.675,0,9.45,0,26.919,0,0,0,27.135,0.1971,0,0.0783,0,124.2,519.75,0.837,0.00405,0.0027,0,0.0054,0,0,0,0.1107,0,0,0.0054,0,0,0.01215,0,0,0,0.24165,0,0,0,0,0,0.2349,0,0,0,0.0189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,0,0,0.0081,0.2538,0.2538,0.1809,0,0,0,3.645,0,18.9,18.9,18.9,0,grains,20010,0.135,0,0.27,0.7047,0.35505,0.10665,0,1.08,0.17145,0,0.2862,81,0,0.2322,68.85,0,0.54405,-1,135,0,0.0594,1.269,0.48465,0.17955,94.5,0,118.8,0.17415,4.563,0,0.05265,2.97,0.23625,135,5.4,0,0,0.54,1.215,0,0.054,0.17415,0,0,0,0,0,0,0,0.06615,0.0837,"Buckwheat groats, roasted, cooked",0.23355,0,0,0,0,0.10395,0,0,0,0,0,0,0.1215,2.565,102.1005,0.8235
butter,5.5,0,0.001595,0,0.001705,0.00495,0.00352,0.22,0,0,1.32,0,0.0033,0,8.69,11.825,1.034,0.00088,0,0.00044,0,39.435,164.945,4.46105,0.139095,0.142285,0,0.40898,0,0,0,1.193335,0.052855,0,0.1001,0.0308,0,0.549945,0,0.93379,0.16401,1.122,0.014685,0.01628,0.11913,0,0,0.10065,0,0.017325,0,0.0649,0,0.00759,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17743,0.110385,0.06545,1.28865,0.16555,2.776895,0,0,0,0,0.154,0.165,0.165,0.165,0,fats,1145,0,0,0,0.00979,0.00099,0.001265,0,0.0011,0.002805,0,0.004565,0,0,0.003685,0.11,0,0.00022,33.3,16.65,0,0.001155,0.00231,0.00605,0.002255,1.32,0,1.32,0.00451,0.04675,36.905,0.00187,0.055,0.00253,5.5,0.605,0,0,0,0.0033,0,0.000275,0.00209,0,0,0,0,0,0,0,0.00066,0.002255,"Butter, without salt",0.003135,137.445,37.62,0.00935,0,0.000165,0,0,0,0,0,0,0.1276,0.385,0.9867,0.00495
butter lettuce / boston lettuce,72,0,0.03888,0,0.03672,0.4104,0.10224,0,0.072,0,25.2,0,1.6056,0,1430.64,0,6.048,0.01152,0,0.00648,0,9.36,39.6,0.1584,0,0,0,0,0,0,0,0.01872,0,0,0.00144,0,0,0.00216,0,0,0,0.00432,0,0,0,0,0,0.02448,0,0,0,0.05976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00576,0.08424,0.02088,0,0,0,0.792,0,52.56,52.56,52.56,0,vegetables,11250,0.3672,0,0.3096,0.14832,0.03168,0.01224,0,0.8928,0.02808,0,0.05112,880.56,0,0.04032,9.36,0,0.12888,-1,-1,0,0.01008,0.25704,0.108,0.03816,23.76,0,171.36,0.02664,0.972,0,0.04464,0.432,0.03312,72,3.6,0,0,0,0.6768,0,0.04104,0.02952,0,0,0.1944,0,0,0,0,0.00936,0.01368,"Lettuce, butterhead (includes boston and bibb types), raw",0.03888,2384.64,119.52,0,0,0.05904,2.664,0,0,0,0,0,0.1296,73.656,68.8536,0.144
canned anchovies,16,0,0.27952,0,0.27664,1.776,0.47328,0,0,0,37.12,0,0,0,0,13.6,13.6,0.05424,0,0.0496,0,33.6,140.64,1.5536,0,0.0032,0,0.06848,0,0,0,0.21216,0,0,0.0944,0,0,0.0672,0,0,0,0.47072,0,0,0,0,0,0.05792,0,0,0,0.00272,0.01248,0,0.00144,0,0,0,0,0,0.0016,0.12208,0,0,0,0,0.02608,0,0.00656,0.20672,0,0,0,0,0,0.6032,0.40992,0.35248,0,0,0,0,0,2.08,2.08,2.08,0,condiments,15002,0,0,0,0.68992,0.22192,0.136,0,0.7408,0.21296,0,0.37568,0,0,0.42448,11.04,0,0.016,-1,-1,0,0.1368,3.18448,0.14544,0.18048,40.32,0,87.04,0.16336,4.6224,1.92,0.05808,10.896,0.18864,16,586.88,0,0,0,0,0,0.01248,0.20256,0.0032,0,0.0272,0,0,0,0,0.05184,0.156,"Fish, anchovy, european, canned in oil, drained solids",0.23808,6.4,1.92,0.1408,0,0.03248,0,11.04,0,0.272,0.272,0,0.5328,1.936,8.048,0.3904
canned bamboo shoots (DYNASTY),150,0,0,0,0,0,0,0,0,0,70.5,0,14.115,0,0,0,0,0,0,0,0,79.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,0,0,0,0,0,vegetables,45065172,0,0,0,0,0,0,0,2.535,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,5.295,0,0,0,0,150,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DYNASTY, SLICED BAMBOO SHOOTS, UPC: 011152453040",0,0,0,0,0,0,10.65,0,0,0,0,0,0,0,0,0
canned chickpeas / garbanzo beans / kabuli dal,42,0,0.12726,0,0.28014,0.3108,0.34944,0,0,0,18.06,0,9.6054,0,5.46,0,0,0.105,0,0.04032,0,57.96,242.76,1.0374,0,0,0,0.00126,0,0,0,0.07518,0,0,0.00168,0,0,0.01302,0,0,0,0.20202,0,0,0,0,0,0.38934,0,0,0,0.01512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2037,0.40404,0.08946,0,0,0,2.646,0,17.22,17.22,17.22,0,grains,16359,0,0,0,0.52038,0.1239,0.0819,0,0.4116,0.12726,0,0.21126,0,0,0.19866,10.08,0,0.336,-1,42,0,0.03906,0.0525,0,0.15918,33.6,0,45.78,0.12264,2.9568,0,0.0063,1.302,0.14952,42,89.04,0,0,0,1.68,0,0.0105,0.11046,0,0,0,0,0,0,0,0.02898,0.07392,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water",0.12516,9.24,0.42,0,0,0.04872,0.042,0,0,0,0,0,0.1218,1.428,28.0854,0.2478
canned coconut milk,128,0,0.13184,0,0.42368,1.2416,0.25216,0,0,0,23.04,0,3.5968,0,0,0,10.88,0.28544,0,0.0512,0,252.16,1054.72,27.3024,1.51936,12.11264,0,4.78208,0,0,0,2.31424,0,0,0,0,0,1.41312,0,0,0,1.16096,0,0,0,0,0,0.29824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15488,1.91232,1.16096,0.29824,0,0,0,0,0,0,17.92,17.92,17.92,0,fats,12118,0,0,0,0.59136,0.12288,0.05888,0,4.224,0.10112,0,0.192,0,0,0.11392,58.88,0,0.98304,-1,250,0,0.04864,0.81536,0.19584,0.13056,122.88,0,281.6,0.10624,2.5856,0,0,0,0.13312,128,16.64,0,0,0,0,0,0.02816,0.09472,0,0,0,0,0,0,0,0.03072,0.07936,"Nuts, coconut milk, canned (liquid expressed from grated meat and water)",0.15616,0,0,0,0,0.03584,1.28,0,0,0,0,0,0,0,93.2864,0.7168
canned lentils,46,0,0.17342,0,0.32062,0.6532,0.45908,0,0,0,8.74,0,8.9884,0,2.3,0,15.042,0.11546,0,0.05428,0,52.44,219.42,0.1748,0,0,0,0.00046,0,0,0,0.0207,0,0,0.00046,0,0,0.0023,0,0,0,0.02806,0,0,0,0,0,0.06302,0,0,0,0.01702,0,0,0.00092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02944,0.0805,0.02438,0,0,0,3.634,0,83.26,83.26,83.26,0,grains,16370,0,0,0,0.64354,0.16882,0.11684,0,1.5318,0.1794,0,0.30084,0,0,0.2898,16.56,0,0.22724,-1,46,0,0.03542,0.4876,0.29348,0.2047,82.8,0,169.74,0.17342,4.1492,0,0.03358,1.288,0.19136,46,109.48,0,0,0,0.828,0,0.07774,0.14858,0,0,0,0,0,0,0,0.03726,0.11086,"Lentils, mature seeds, cooked, boiled, with salt",0.20608,3.68,0,0,0,0.08188,0.69,0,0,0,0,0,0.0506,0.782,32.0344,0.5842
canned mushrooms (button/common only),110,0,0.132,0,0.0517,1.837,0.1298,0,0,0,12.1,0,5.599,0,0,0,22.44,0.2585,0,0.0077,0,27.5,115.5,0.319,0.0011,0.0033,0,0.0011,0,0,0,0.0209,0,0,0,0,0,0.0066,0,0,0,0.0055,0,0,0,0,0,0.1221,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0.1243,0.0418,0,0,0,2.64,0,13.2,13.2,13.2,0,vegetables,11264,0,0,0,0.2277,0.0605,0.0374,0,0.869,0.0506,0,0.0792,0,0,0.0715,16.5,0,0.0946,-1,185,0,0.0209,1.7523,0.8921,0.0572,72.6,0,141.9,0.0506,2.057,0,0.0231,4.51,0.0627,110,467.5,0,0,0,2.574,0,0.0935,0.0715,0,0,0,0,0,0,0,0.0231,0.0286,"Mushrooms, canned, drained solids",0.154,0,0,0,0,0.0671,0,8.8,0.22,0,0.22,0,0.011,0,100.188,0.792
canned pink salmon,105,0,1.6485,0,1.6233,1.995,3.2466,0,0,0,63,0,0,0,0,87.15,92.4,0.08085,0,0.20055,0,142.8,598.5,4.4205,0.00735,0.0021,0,0.1407,0.0021,0.01995,0,0.49035,0.11655,0.0063,0.12285,0.01365,0.0084,0.0987,0,0.46935,0.0084,0.47775,0.0042,0,0.063,0.00735,0,0.07455,0,0.04095,0.00315,0.0441,0.1134,0.0063,0.3549,0.0126,0,0.00525,0.01155,0,0.01995,0.2877,0,0.0021,0.0441,0.00105,0.04515,0.00315,0.0777,0.71505,0.00105,0.0084,0.00315,0,0.00105,1.01955,1.3629,0.78645,0.0231,0.0147,0,0,0,4.2,4.2,4.2,0,proteins,15265,0,0,0,3.66135,1.5918,0.6846,0,0.5985,1.2033,0,1.97085,0,0,2.21865,25.2,0,0.01155,-1,-1,0,0.72765,7.8015,0,1.0647,265.65,0,342.3,1.09305,25.851,21,0.21315,41.58,1.14135,105,396.9,0,0,0,0,0,0.02835,1.344,0,0,0,0,0,0,0,0.2793,0.93555,"Fish, Salmon, pink, canned, drained solids, without skin and bones",1.38705,69.3,21,5.208,0,0.11025,0,591.15,0,14.805,14.805,0,1.344,0.105,74.1615,0.6825
canned small ripe (black) olives ,60,0,0.0258,0,0.0402,1.338,0.0552,0,0,0,52.8,0,3.756,0,142.2,0,6.18,0.1506,5.4,0,0,69,288.6,6.408,0,0,0,0,0,0,0,0.7074,0,0,0.0516,0,0,0.1416,0,0,0,4.662,0,0,0,0,0,0.5082,0,0,0,0.0384,0,0,0.0192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7328,0.5466,0.849,0,0,0,1.92,0,0,0,0,0,vegetables,9193,0,0,0,0.0558,0.0294,0.0138,0,1.98,0.0186,0,0.03,306,0,0.0192,2.4,0,0.012,-1,-1,0,0.0072,0.0222,0.009,0.0174,1.8,0,4.8,0.024,0.504,0,0,0.54,0.0186,60,441,0,0,0,0,0,0.0018,0.0156,0,0,0,0,0,0,0,0,0.0138,"Olives, ripe, canned (small-extra large)",0.0228,241.8,12,0,0,0.0054,0.54,0,0,0,0,0,0.99,0.84,47.994,0.132
canned sockeye salmon,105,0,1.7808,0,1.73775,1.9845,3.2172,0,0,0,38.85,0,0,0,0,69.3,87.465,0.0735,0,0.21105,0,165.9,695.1,6.1635,0.00945,0.00315,0,0.18795,0.00315,0.0231,0,0.87255,0.25095,0.00945,0.25935,0.0126,0.0126,0.14595,0,1.08045,0.01155,1.092,0.00525,0,0.09765,0.01155,0,0.11445,0,0.04515,0.0042,0.0483,0.0819,0.0084,0.5901,0.02205,0,0.0063,0.01365,0,0.02415,0.45885,0,0.0021,0.0567,0.0021,0.0588,0.00315,0.11865,0.73395,0.00105,0.00525,0.0042,0,0.00105,2.02125,1.62855,1.27155,0.0336,0.02205,0,0,0,4.2,4.2,4.2,0,proteins,15264,0,0,0,3.8892,1.69155,0.7497,0,0.504,1.32405,0,2.14725,0,0,2.4129,25.2,0,0.01155,-1,-1,0,0.81585,8.07345,0,1.17495,247.8,0,327.6,1.13295,27.6465,58.8,0.2247,36.33,1.2411,105,405.3,0,0,0,0,0,0.03465,1.48785,0,0,0,0,0,0,0,0.3318,1.01535,"Salmon, sockeye, canned, drained solids, without skin and bones",1.5309,196.35,58.8,5.817,0,0.126,0,901.95,0,22.575,22.575,0,2.1945,0.105,71.169,0.609
caper berries (in brine) (VICTORIA),15,0,0,0,0,0,0,0,0,0,49.95,0,1.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acids,45055042,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,45,-1,0,0,0,0,0,0,0,0,0,0.4995,0,0,0,0,15,115.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CAPER BERRIES IN VINEGAR BRINE, UPC: 070234003252",0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0
